QuestionText,"Choose the tag that would configure a text box with the name "city" and a display width of 40 characters.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"a.<input type="text" id="city" width="40">",,"width=" " is only used for type="image""
Option,100.00,"b.<input type="text" id="city" size="40">",,"correct."
Option,0.00,"c.<input type="text" id="city" space="40">",,"This is not a valid attribute for the input tag."
Option,0.00,"d.<input type="text" id="city" max="40">",,"Specifies the maximum value for an <input> element not the display width."
NewQuestion,MC,,,
Title,,,,
QuestionText,"Which of the following form controls would be appropraite for an area that your visitors can use to type in their email address?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"select list",,"The select list is used for drop down lists."
Option,100.00,"text box",,"Correct. A text box is perfect for short text inputs like an email address"
Option,0.00,"scrolling text box",,
Option,0.00,"textarea",,"A textarea is more appropriate for longer text such as suggestions or comments from the user. It can have multiple lines and include scroll bars."
NewQuestion,MC,,,
Title,,,,
QuestionText,"You would like to conduct a survey and ask your web page visitors to vote for their favorite search engine. Which of the following form controls is best to use for this purpose?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"checkbox",,"Not a good choice. The checkbox allows multiple answers to be selected."
Option,100.00,"radio button.",,"correct."
Option,0.00,"textbox",,"The textbox is best for text input. You would get so many different types of answers that it would be hard to analyze the information that was collected."
Option,0.00,"scrolling text box (textarea)",,"The textarea is best for long text input. You would get so many different types of answers that it would be hard to analyze the information that was collected."
NewQuestion,MC,,,
Title,,,,
QuestionText,"You would like to accept a number that's in a range from 1-50. the user needs visual verification of the number they selected. Which of the following form controls is best to use for this purpose?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"spinner",,
Option,0.00,"radio button",,
Option,0.00,"checkbox",,
Option,100.00,"slider",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"What will happen when a browser encounters a new HTML5 form control that it does not support?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"The computer will shut down.",,
Option,0.00,"The browser will crash.",,
Option,0.00,"The browser will display an error message.",,
Option,100.00,"The browser will display an input text box.",,
Option,0.00,"The browser will simply ignore the control.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Which tag would configure a scrolling textbox with the name comments, two rows, and thirty characters?",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"<textarea name="comments" width="30" rows="2"></textarea>",,
Option,0.00,"<input type="textarea" name="comments" size="30" rows="2" />",,
Option,0.00,"<textarea name="comments" cols="30" rows="2"></textarea>",,
Option,0.00,"<textarea name="comments" width="30" rows="2" />",,
Feedback,"The textarea is a double tag element. Normally there is no space or text in between the start and stop tag.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Choose the item that would associate a label displaying the text Email: with the text box named: email.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Email: <input type="textbox" name="email" id="email" /> ",,
Option,0.00,"<label>Email: <input type="text" name="email" id="email" /></label>",,
Option,0.00,"<label for="email">Email:</label><input type="text" name="email" id="email" />",,
Option,0.00,"Either a or b",,
Option,100.00,"Either b or c",,
Feedback,"A label can be bound to an element either by using the "for" attribute, or by placing the element inside the <label> element.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"When you want to send the form information to the server in a packet so it is not visible to everyone you would want to use this attribute and value.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"method="POST"",,
Option,0.00,"method="GET" ",,
Option,0.00,"action="POST" ",,
Option,0.00,"action="GET"  ",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"When you want to send the form information to the server as part of the URLyou would want to use this attribute and value.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"method="POST"",,
Option,100.00,"method="GET" ",,
Option,0.00,"action="POST" ",,
Option,0.00,"action="GET"  ",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Form values are sent to the server for processing. What method would create a URL that looks like this:  http://myDomainName/contact.html&firstname=Alice?lastname=Smith",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"method="POST"",,
Option,100.00,"method="GET" ",,
Option,0.00,"action="POST" ",,
Option,0.00,"action="GET"  ",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"When sending form values to an email address it is smart to format the data into separate lines using the _________ attribute inside the <form> tag.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"enctype="format"",,
Option,0.00,"enctype="data"",,
Option,100.00,"enctype="text/plain"",,
Option,0.00,"enctype="multipart/form-data"",,
