Option,0.00,"#bio img { border:1px solid #000080; margin:10px; }",," The period "." is used to designate a class. The hashmark "#" is used for unique id names."
Option,0.00,"img { border:1px solid #000080; margin:10px; }",," This would style all the images on the page. You only want the images inside the <div class="bio"> object."
Option,100.00,".bio img { border:1px solid #000080; margin:10px; }",," Correct. "
Option,0.00,"bio img { border:1px solid #000080; margin:10px; }",,
Option,0.00,"None of these are valid.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Select the best reason to include height and width attributes on an image element.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"They are required attributes and must always be included.",,
Option,100.00,"To help the browser render the page faster because it reserves the appropriate space for the image.",,
Option,0.00,"To help the browser display the image in its own window.",,
Option,0.00,"None of these is a valid reason.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Select the browser’s action when you configure BOTH a background color and background image for the body selector.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"The browser will display the background color instead of the background image",,
Option,0.00,"The browser will display no background for the page because it is “confused”",,
Option,100.00,"The browser will display the background color while the background image loads and before the background image is displayed",,
Option,0.00,"None of these are valid.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Select the element that displays an image on a web page.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"a ",,
Option,100.00,"img",,
Option,0.00,"image",,
Option,0.00,"graphic",,
Option,0.00,"gif",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Choose the attribute used to provide information if an image is not available, such as screen readers and search engines such as Google.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"alt",,
Option,0.00,"text",,
Option,0.00,"src",,
Option,0.00,"height",,
Option,0.00,"seo",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Choose the graphic format that is best-suited to display photographs on web pages.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"jpg",,
Option,0.00,"photo",,
Option,0.00,"gif",,
Option,0.00,"psd",,
Option,0.00,"xcf",,
Option,0.00,"bmp",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Choose the graphic format that supports transparency.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"jpg or jpeg",,
Option,100.00,"gif or png",,
Option,0.00,"bmp",,
Option,0.00,"tif or tiff",,
Option,0.00,"None of these support transparency",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"A smaller version of a larger image that usually links to the larger image is called a:",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"hyperlink",,
Option,100.00,"thumbnail image",,
Option,0.00,"small image",,
Option,0.00,"wallpaper",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Select the CSS code below that will configure a background image called parchment.gif.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"body {background-image:url(parchment.gif); }",,
Option,0.00,"document {background:parchment.gif; }",,
Option,0.00,"body {background:parchment.gif’}",,
Option,0.00,"body {background-color:parchment.gif;}",,
Feedback,"You could also use body{ background: white url(parchment.gif) no-repeat; }",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Select the code below that configures a background image to repeat horizontally across a web page.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"repeat: across;",,
Option,100.00,"background-repeat: repeat-x;",,
Option,0.00,"background-repeat: no-repeat;",,
Option,0.00,"background-repeat: repeat-y;",,
Feedback,"x is across and y is up and down. Think of the y as an arrow pointing up and down.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Select the code below that associates a favorites icon named favicon.ico with a web page document.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"<link rel="icon" type="image/x-icon" href="favicon.ico">",,
Option,0.00,"<img href="favicon.ico" alt="favorites" width="16" height="16">",,
Option,0.00,"<a href="favicon.ico"> <img href="favicon.ico" alt="favorites" width="16" height="16"></a>",,
Option,0.00,"<link rel="favicon" type="image/gif" href="favicon.ico">",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The process of ensuring that web pages coded with new or advanced techniques still are usable in browsers that do not offer support for the newer features is called:",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"validation ",,
Option,0.00,"valid enhancement",,
Option,100.00,"progressive enhancement ",,
Option,0.00,"optimization",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Choose the graphic format that supports millions of colors, supports variable transparency levels, and uses lossless compression.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"gif",,
Option,0.00,"jpg",,
Option,100.00,"png",,
Option,0.00,"None of these have all these capabilities.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Which is the correct way to add comments to CSS code?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"<!--   -->",,
Option,100.00,"/*    */",,
Option,0.00," //",,
Option,0.00," REM",,
Option,0.00," /",,
Option,0.00,"None of these.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"A favicon is a specialized image format that uses the ______ extension.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,".ico",,
Option,0.00,".icon",,
Option,0.00,".gif",,
Option,0.00,".fav",,
Option,0.00,"None of these.",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: A favicon is simply a small version of a jpg, gif, or png file.",,,
Points,1,,,
Difficulty,1,,,
TRUE,0,"A favicon is a specialized image format. Use an online favicon editor to convert a gif, jpg, or png image into an .ico file.",,
FALSE,100,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Why won't this CSS code work? h1 { color: #white; font-size: 2.5em; }",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"A decimal point is not allowed when using em spacing",,
Option,0.00,"em is not a valid measurement",,
Option,100.00,"when using a color name the hash mark is not used",,
Option,0.00,"font-size is not valid",,
Option,0.00,"there should be a semi-colon ";" after color",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Why won't this CSS code work properly showing the paragraph using Times Roman font? <p style="color:#000080; font-family: times roman, arial, serif;">",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"You cannot use CSS inside a specific element.",,
Option,0.00,"style is not a valid attribute.",,
Option,0.00,"times roman needs to have double quotes around it because of the space in the name.",,
Option,100.00,"times roman needs to have single quotes around it because of the space in the name.",,
Feedback,"Whenever you use inline CSS you have to use single quotes so they don't counteract the double quotes being used by the style=" " attribute itself.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Why won't this CSS code work? body { background color: #FEFEFE url(graphic/myBackgroundImage.png) no-repeat; }",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"background color is not the correct property for these multiple values. ",,
Option,0.00,"background color must have a hyphen.",,
Option,0.00,"There should be a semi-colon after #FEFEFE.",,
Option,0.00,"#FEFEFE should not be a part of the background color",,
Option,0.00,"This code will work fine.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"What is one of the reasons why the image named <img src="JohnsPortrait.JPG" alt="John's portrait" /> might not display?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"The file might be located in a graphic folder so you would have to use src="graphic/JohnsPortrait.JPG"",,
Option,0.00,"The actual file name might be johnsPortrait.JPG (UPPER/lower case matter when listing file names)",,
Option,0.00,"The actual file name might be johnsPortrait.jpg (UPPER/lower case matter even on file extensions)",,
Option,0.00,"The image file is located somewhere else on the hard drive or on another flash drive and the browser is looking in the same folder as the web page.",,
Option,0.00,"The actual file name might be JohnsPortrait.png instead of .JPG.",,
Option,100.00,"All of these are reasons why an image might not display. ",,
Feedback,"Keep a checklist in your head: Do the file names match? Is the file in the correct folder? Is the filename spelled correctly?",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"If an image file named chiefIngredientLogo.png is stored in a sub-folder named graphic, what is the correct way to display it on a web page?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"<img src="graphic/chiefIngrediantLogo.png" alt="logo for Chief Ingredient" />",," Spelling matters. Ingrediant should be spelled with an "e" ingredient. Use CTRL C (copy) and CTRL V (paste) with filenames to make sure your code matches the actual filename."
Option,0.00,"<img src="/graphic/chiefIngredientLogo.png" alt="logo for Chief Ingredient" />",," Never start the path name with a slash "/". That tells the browser to go all the way to the top of the directory tree (the root) to look for the file."
Option,0.00,"<img src="chiefIngredientLogo.png" alt="logo for Chief Ingredient" />",," The logo is in the sub-folder named graphic so you have to include that as part of the file name so the browser knows where to find the image file."
Option,0.00,"<img src="graphic/cheifIngredientLogo.png" alt="logo for Chief Ingredient" />",," Spelling matters. cheif should be spelled chief. Use CTRL C (copy) and CTRL V (paste) with filenames to make sure your code matches the actual filename."
Option,0.00,"<img src="graphic/chiefIngredientLogo.jpg" alt="logo for Chief Ingredient" />",," Filenames matter. The file is a .png file but the browser is looking for a .jpg!"
Option,0.00,"<img src="graphics/chiefIngrediantLogo.png" alt="logo for Chief Ingredient" />",," Spelling matters. Was the sub-folder named graphic or graphics?  Now you have to go into the file system and check..."
Option,100.00,"<img src="graphic/chiefIngredientLogo.png" alt="logo for Chief Ingredient" />",," Correct!"
NewQuestion,MC,,,
Title,,,,
QuestionText,"Why won't this CSS code work?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"body {",,
Option,0.00,"color:      #008000",,
Option,0.00,"background: #FEFEFE",,
Option,0.00,"margin:     20px 10px",,
Option,0.00,"padding:    2em",,
Option,0.00,"}",,
Option,0.00,"body is not a valid selector.",," body is a very valid selector. It is used to set defaults styles for the entire page such as font-family, font-size, and font-color. "
Option,0.00,"background: always requires multiple values such as url( ) and no-repeat.",," background: can have multiple values but it isn't required."
Option,0.00,"The selector should be using parenthesis ( ) instead of curly braces { }",," The curly braces are correct. "
Option,100.00,"Each of the properties are missing a semi-colon ";" at the end.",," Those darn missing semi-colons will break all the lines that follow. Don't forget them!"
Option,0.00,"em is not a valid measurement for padding",,"em is a very valid measurement and allows the padding to dynamically change as the size of the browser window changes."
Option,0.00,"margin and padding must have at least four values for top, right, bottom, and left.",,"margin and padding can have four values but it is not required. Two values designate top/bottom and left/right. One value uses that same measurement on all four sides of the object."
