Option,0.00,"noticing that the icon color is lighter or faded out when compared to the original file",,
Option,100.00,"Looking for a small arrow in the lower left-hand corner of the file icon",,
Option,0.00,"Looking for the astericks "*" in the filename.",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: If you set up a shortcut to a file on a flash drive it will always be valid as long as the flash drive is inserted in the computer.",,,
Points,1,,,
Difficulty,1,,,
TRUE,0,"Windows assigns drive letters to external media. So, one time your flash drive might be E: and another time (if there is already a flash drive attached) it might be F:. The shortcut will always be looking for a specific drive letter.",,
FALSE,100,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The most useful view to use in File Manager to look at a folder filled with graphic files is the __________.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"Icon View",,
Option,0.00,"List View",,
Option,0.00,"Detail View",,
Option,0.00,"Default View",,
Option,0.00,"Path View",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The most useful view to use in File Manager to see a lot of filenames all on the same page is the __________.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Icon View",,
Option,100.00,"List View",,
Option,0.00,"Detail View",,
Option,0.00,"Default View",,
Option,0.00,"Path View",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The most useful view to use in File Manager to sort files by their date/time stamp is the  __________.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Icon View",,
Option,0.00,"List View",,
Option,100.00,"Detail View",,
Option,0.00,"Default View",,
Option,0.00,"Path View",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The most useful view to use in File Manager to sort files by name and is the  __________.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Icon View",,
Option,0.00,"List View",,
Option,100.00,"Detail View",,
Option,0.00,"Default View",,
Option,0.00,"Path View",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The most useful view to use in File Manager to group all the files by type or file extension is the __________.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Icon View",,
Option,0.00,"List View",,
Option,0.00,"Detail View",,
Option,100.00,"Default View",,
Option,0.00,"Path View",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The path statement tells the system ____________.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"where a particular file is located in the series of folders and subfolders",,
Option,0.00,"where a file is located in memory",,
Option,0.00,"all the different places on the computer's hard drive where copies of a particular file are located",,
Option,0.00,"where the device files (drivers) are located on the system.",,
Option,0.00,"the metadata is located describing the different software versions used on the system.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Using File Manager you can see the path to the selected file ___________.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"at the top of the File Manager window",,
Option,0.00,"along the bottom margin of the File Manager window",,
Option,0.00,"when you mouse-over a filename (in the tool-tip that pops up)",,
Option,0.00,"when you right-mouse click on the filename and select "Show Path"",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False - It is smart to hide file extensions on your system.",,,
Points,1,,,
Difficulty,1,,,
TRUE,0,"You WANT to see the file extensions. As a computer user you need to know what type of files you are working with, especially when you rename them.",,
FALSE,100,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"File extensions are ___________________.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"used to organize files by categories. They are much like keywords or tags",,"No. File extensions are used by the operating system to determine with program to run when the user double-clicks on a file."
Option,0.00,"not really important because the computer ignores them",,"The operating system uses the file extension so it knows what program to open when the user double-clicks on that file icon."
Option,0.00,"nice to have but are best kept hidden",,"The exact opposite. You WANT to be able to always see the full name of the file including the extension."
Option,100.00,"tell the system what program to use to view or run the file when the user double-clicks on the file",,
Option,0.00,"always added to every file name and folder name",,"No! Don't add extensions to folder names. It gets very confusing. Folders only hold things. They don't need an extension."
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False - You can turn file extension on so they always display in both Windows and on a Mac.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False - If you can't see the file extensions it is possible to rename a file with a double extension such as: myfile.html.txt. The operating system will use the last extension to display or run the file.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"To turn on file extensions in Windows you first have to unhide the menu bar if it is hidden (Organize/Layout/Menu bar). On the menu bar use the following selection:",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"File/Properties/Show Extensions",,
Option,0.00,"View/Folder Options/Show File Extensions/Always",,
Option,100.00,"Tools/Folder Options/View/Uncheck "Hide extensions for known file types"",,
Option,0.00,"View/Tools/Check "Show extensions for known file types"",,
Option,0.00,"Tools/General/Check "Show file extensions"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Files normally display in alphabetical order. What is a good way to name files to group them in numeric order.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"This can't be done with today's software.",,
Option,0.00,"Name the files with numbers in front of them: 1Myfile, 2NextFile, 3AnotherFile",,"If you name files like this then they will sort by the first digit: 1MyFile, 10FileName, 11AnotherFile... 2NextFile will come after 19AnotherFile, 2NextFile, 21AnotherFile...."
Option,0.00,"Use the words one, two, three at the end of the file name",,"This won't work because the files will still be sorted alphabetically by the first characters."
Option,100.00,"Name the files using 01MyFile, 02NextFile, 03AnotherFile, etc. so they order properly.",,
Option,0.00,"Click on the column title to resort the column",,"This won't work. It will only sort the filenames alphabetically or in reverse alphabetical order."
NewQuestion,MC,,,
Title,,,,
QuestionText,"An consistent way to open File Explorer is to ___________.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"Right-mouse click on the Windows icon in the lower left corner of the screen.",,
Option,0.00,"Right-mouse click on the background of the desktop.",,"Try it. What happens? What options show up in the right-mouse click option menu?"
Option,0.00,"Left-mouse click on the background of the desktop.",,"Try it. You'll see that nothing happens."
Option,0.00,"d)Click on the Windows icon in the lower left corner and in the search box type: Explorer. Click on the item that has the blue e icon for Internet Explorer. ",,"Don't confuse Internet Explorer (IE) with Windows Explorer (Windows 7) or File Explorer (Windows 8)"
NewQuestion,MC,,,
Title,,,,
QuestionText,"Which of the following naming conventions is wrong:",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Always start filenames using a lower case letter.",,
Option,100.00,"Use spaces whenever you can",,"No. The Web hates spaces and changes them all to:  %20 Don't use spaces in your file names"
Option,0.00,"Use camelCaseByCapitalizingTheFirstCharacterOfEachWordForReadability",,
Option,0.00,"d)Don't use underscores "_"  On hyperlinks, especially with web addresses, people can't tell if it is a space or an underscore.",,
Option,0.00,"e)Don't use plurals. That way you don't have to guess if you need to use "graphic" or "graphics" to access your image files.",,
Option,0.00,"f)Be consistent. Name all your filenames using the same naming rules.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Which of the following naming conventions is wrong:",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"Always start filenames out using a capital letter.",,"In programming a name with a capital letter is normally a Class or a special type of file. Everything else starts with lower case. People working in code"
Option,0.00,"b)Don't use spaces.",,
Option,0.00,"c)Don't use underscores "_"",,
Option,0.00,"d)Use camelCaseByCapitalizingTheFirstCharacterOfEachWordForReadability",,
Option,0.00,"e)Don't use plurals.",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: Folders can be creating inside of other folders.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"This is one if the powerful things about computers. You can store things in a series of folders and subfolders and sub-sub folders keeping everything neat and organized.",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: It is best to keep the folder structure as simple as possible.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"When you zip files together you are _______.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"compressing and encrypting them",,
Option,0.00,"encrypting each one with a key phrase",,
Option,0.00,"uncompressing the files and displaying their contents",,
Option,100.00,"compressing them into a single file",,
Option,0.00,"displaying their contents one file at a time but very quickly",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: If you zip up a folder it will contain all the subfolders and files inside of it as well.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False - You can't zip images. They are already compressed.",,,
Points,1,,,
Difficulty,1,,,
TRUE,0,"",,
FALSE,100,"",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: On Windows if you double-click on a zip file it will display the files and folders. It is very difficult to tell if they are zipped or not.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"To zip up a group of files and folders in Windows do the following: _____________.",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"right-mouse click on the selected items, select "Send to", select "Compressed (zip) folder"",,
Option,0.00,"left-mouse click on the selected items and select "Zip (compressed) files" from the list of options",,
Option,0.00,"c)right-mouse click on the selected items and select "Zip (compressed) files" from the list of options",,
Option,0.00,"from the menu bar select File/Zip",,
Option,0.00,"You need a separate program to zip files. You can't do it within Windows.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"What hot keys should you be using to quickly select a list of files that are all adjacent (touching)?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Hold down the shift key and control key (command on the Mac) and click on the first one of the list. Keep holding the shift key and click on the last item.",,
Option,100.00,"b)Hold down the shift key and click on the first one of the list. Keep holding the shift key and click on the last item.",,
Option,0.00,"Hold down the control key (command on the Mac) and hit the number key for the number of files to select.",,
Option,0.00,"Hold down the control key (command on the Mac) click on the first filename, then, still holding the control/command key, click on the last filename",,
Option,0.00,"Hold down the shift and function key (option on the Mac) while you select the first and last filename.",,
Feedback,"Hotkeys allow you to work faster and more efficiently. Like a professional.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"What hot keys should you be using to save a file?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"CTRL c on Windows - COMMAND c on Mac",,
Option,0.00,"CTRL v on Windows - COMMAND v on Mac",,
Option,100.00,"CTRL s on Windows - COMMAND s on Mac",,
Option,0.00,"CTRL z on Windows - COMMAND z on Mac",,
Option,0.00,"CTRL a on Windows - COMMAND a on Mac ",,
Feedback,"Hotkeys allow you to work faster and more efficiently. Like a professional.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"What hot keys should you be using to copy an item or file that is selected?",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"CTRL c on Windows - COMMAND c on Mac",,
Option,0.00,"CTRL v on Windows - COMMAND v on Mac",,
Option,0.00,"CTRL s on Windows - COMMAND s on Mac",,
Option,0.00,"CTRL z on Windows - COMMAND z on Mac",,
Option,0.00,"CTRL a on Windows - COMMAND a on Mac ",,
Feedback,"Hotkeys allow you to work faster and more efficiently. Like a professional.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"What hot keys should you be using to paste a file or phrase that has been copied?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"CTRL c on Windows - COMMAND c on Mac",,
Option,100.00,"CTRL v on Windows - COMMAND v on Mac",,
Option,0.00,"CTRL s on Windows - COMMAND s on Mac",,
Option,0.00,"CTRL z on Windows - COMMAND z on Mac",,
Option,0.00,"CTRL a on Windows - COMMAND a on Mac ",,
Feedback,"Hotkeys allow you to work faster and more efficiently. Like a professional.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"What hot keys should you be using to select everything in the current active window?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"CTRL c on Windows - COMMAND c on Mac",,
Option,0.00,"CTRL v on Windows - COMMAND v on Mac",,
Option,0.00,"CTRL s on Windows - COMMAND s on Mac",,
Option,0.00,"CTRL z on Windows - COMMAND z on Mac",,
Option,100.00,"CTRL a on Windows - COMMAND a on Mac ",,
Feedback,"Hotkeys allow you to work faster and more efficiently. Like a professional.",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"What hot keys should you be using to undo something you've typed or deleted on your computer?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"CTRL c on Windows - COMMAND c on Mac",,
Option,0.00,"CTRL v on Windows - COMMAND v on Mac",,
Option,0.00,"CTRL s on Windows - COMMAND s on Mac",,
Option,100.00,"CTRL z on Windows - COMMAND z on Mac",,
Option,0.00,"CTRL a on Windows - COMMAND a on Mac ",,
Feedback,"Hotkeys allow you to work faster and more efficiently. Like a professional.",,,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: Using hot keys saves you time.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"If a group of files are selected what is the best way to unselect certain files?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"a)Hold down the SHIFT key while single clicking on the filename you want to unselect.",,
Option,0.00,"b)Hold down the SHIFT/CTRL keys (SHIFT/COMMAND on the Mac) while you single click on the filename you want to unselect.",,
Option,0.00,"c)Click somewhere else on the screen to unselect all the files and then click on the single file you want.",,
Option,0.00,"d)Hold down the F5 key (F12 on the Mac) while you double click on the file you want to unselect.",,
Option,100.00,"Hold down the CONTROL key (COMMAND on Mac) while single clicking on the file you want to unselect.",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: To select a group of files you can click and drag, lassoing the files you want. Every file the "lasso" touches will be selected.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"You want to make a second, duplicate copy of a file. Should you move it or copy it?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Move it.",,"When you move a file, it is deleted from the original place and a new copy is put where you designate."
Option,100.00,"Copy it.",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"On a web page, if an image file cannot be found the browser normally _________.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"doesn't display anything",,
Option,100.00,"displays an icon of a broken image",,
Option,0.00,"displays a default photo from the documents folder",,
Option,0.00,"d)displays a red circle with a diagonal line across it",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The path is _____________.",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"the connection between the system and the external media, like a flash drive or external hard drive",,
Option,0.00,"b)the collection of files inside a specific folder",,
Option,0.00,"the tree structure of the file system starting at the root and branching out to all the folders and subfolders",,
Option,100.00,"the series of folders and sub folders the system has to access to get to the actual file",,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False: On Windows the path is case-sensitive. UPPER/lower case matter.",,,
Points,1,,,
Difficulty,1,,,
TRUE,0,"",,
FALSE,100,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The correct separator to use for path names is:",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"/ - The forward slash",,
Option,0.00,"\ - The backslash",,
Option,0.00,"| - The pipe ",,
Option,0.00,"& - The ampersand",,
Option,0.00,"- - A dash ",,
Option,0.00,", - A comma",,
Feedback,"Don't confuse the \ and /. The \ "backslash" is used when working the command line in Windows. All the rest of the time you will be using the / "forward slash"  Same key as the ? on your keyboard.",,,
NewQuestion,TF,,,
Title,,,,
QuestionText,"True or False - files can be stored in a long series of folders. Although it is not practical a file could be stored in a series of folders and subfolders over 50 folders deep.",,,
Points,1,,,
Difficulty,1,,,
TRUE,100,"",,
FALSE,0,"",,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Following the naming conventions presented in class which one is incorrect?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"index.html",,
Option,100.00,"georgePortrait.JPG",,
Option,0.00,"contactPage.html",,
Option,0.00,"dogWithStick.jpg",,
Option,0.00,"labTest.txt",,
Option,0.00,"labTest.doc",,
Feedback,"always use lower case except for the first character of each new word",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Following the naming conventions presented in class which one is incorrect?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"catSleeping.html",,
Option,0.00,"georgePortrait.png",,
Option,0.00,"contactList.txt",,
Option,0.00,"sales2014.xls",,
Option,100.00,"labTests.txt",,
Option,0.00,"lab4Test.png",,
Feedback,"Don't use plurals - So you don't have to ask yourself: Was it graphic or graphics?",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Following the naming conventions presented in class which one is incorrect?",,,
Points,1,,,
Difficulty,1,,,
Option,100.00,"JohnClaredinPresident.jpg",,
Option,0.00,"georgePortrait.jpg",,
Option,0.00,"contactPage.html",,
Option,0.00,"dogWithStick.jpg",,
Option,0.00,"labTest.txt",,
Option,0.00,"labTest.doc",,
Feedback,"The first letter of a filename or folder should be lower case",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Following the naming conventions presented in class which one is incorrect?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"angelNetworkLogo.jpg",,
Option,0.00,"georgePortrait.jpg",,
Option,100.00,"contact Page.html",,
Option,0.00,"dogWithStick.jpg",,
Option,0.00,"labTest.txt",,
Option,0.00,"labTest.doc",,
Feedback,"Don't use spaces. The Web really hates spaces and changes them into %20. How ugly is that?",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Following the naming conventions presented in class which one is incorrect?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"mountainStream.jpg",,
Option,0.00,"georgePortrait.jpg",,
Option,0.00,"contactPage.html",,
Option,0.00,"dogWithStick.jpg",,
Option,100.00,"lab_test_03.txt",,
Option,0.00,"labTest.doc",,
Feedback,"Don't use underscores _ they get hidden in underlined hyperlinks and look like spaces",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Following the naming conventions presented in class which one is incorrect?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"index.html",,
Option,100.00,"cindyjohnsonpresident.jpg",,
Option,0.00,"contactPage.html",,
Option,0.00,"dogWithStick.jpg",,
Option,0.00,"labTest.txt",,
Option,0.00,"labTest.doc",,
Feedback,"useCamelCaseForReadabilityCapitalizingTheFirstLetterOfEachNewWord",,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"Why should you consistently follow the naming conventions?",,,
Points,1,,,
Difficulty,1,,,
Option,0.00,"Because my instructor said to.",,
Option,0.00,"It is how professional programmers around the world name files, folders, and variables.",,
Option,100.00,"I'll have fewer mistakes because my code will match the actual file names and I won't have to look up filenames all the time to see how I spelled them.",,
Option,0.00,"I'll make fewer mistakes because I'll be acting like a computer and computers are programmed to read files this way.",,"Computers read binary (ones and zeros) but they are exacting. The naming conventions are designed to save you time so you don't have to look up file names to see how you spelled them."
Option,0.00,"This is how the Web works, using naming conventions like this.",,
