Option,0,Tell the search engine robot programs not to share this information with other search engines.,,
Option,100,Tell the search engine robot programs not to follow any of the hyperlinks on the page.,,
Option,0,Allow the search engine robot to catalog the site but not display the information in its search results page.,,
Option,0,Keep the search engines from indexing or listing this page. Just ignore it.,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"When would be an example of when you would use meta name=robots"" content=""noindex"," nofollow"" on a website?""",,
Points,1,,,
Difficulty,1,,,
Option,0,You don't want your competitors to see your website.,,
Option,100,You have a temporary website that you are developing that might compete with the live site that is currently active.,,
Option,0,You want to increase the SEO of this site.,,
Option,0,You have a temporary website that you are developing and you want it to have a higher visibility on the Web then your competitors.,,
Option,0,You want to temporarily disable this site so no one can view it on the Web.,,
NewQuestion,TF,,,
Title,,,,
QuestionText,True or False - Software programs such as DreamWeaver and other editing programs often include their own metatags.,,,
Points,1,,,
Difficulty,1,,,
TRUE,100,,,
FALSE,0,,,
NewQuestion,MC,,,
Title,,,,
QuestionText,File paths. This path  e:\prjHTML\graphic\johnPortrait.jpg is ________________.,,,
Points,1,,,
Difficulty,1,,,
Option,100,an absolute path,,Correct! If the drive letter e: is not active this image will not be displayed. 
Option,0,a relative path,,A relative path wouldn't have the drive letter and probably not the main folder name (prjHTML). 
Option,0,a parallel path ,,There is not such term when talking about file paths.
Option,0,is not a valid path statement,,This is a valid path but not a very useful one. A web server will not know where the drive e: is located.
NewQuestion,MC,,,
Title,,,,
QuestionText,File paths. This path  graphic\johnPortrait.jpg is ________________.,,,
Points,1,,,
Difficulty,1,,,
Option,0,an absolute path,,It is relative because it points to a sub-folder named graphic that is in the same folder as the web page using this path.
Option,100,a relative path,,Correct!
Option,0,a parallel path ,,There is not such term when talking about file paths.
Option,0,is not a valid path statement,,This is a very valid path as long as there is a sub-folder named graphic and a file named johnPortrait.jpg.
NewQuestion,MC,,,
Title,,,,
QuestionText,"You have a web page inside a folder named: prjHTML. Inside of this folder there is a sub-folder named: graphic. And, inside the graphic folder is a file named: background.jpg. What is the correct path you should use in the <img /> element of a web page located inside the prjHTML folder?",,,
Points,1,,,
Difficulty,1,,,
Option,0,background.jpg,,You have to tell the browser to look in the graphic sub-folder. This tells the browser to look in the same folder that the web page is in.
Option,0,graphic/BackGround.JPG,,Naming conventions. UPPER/lower case must match the actual filename.
Option,0,graphic/background.JPG,,Naming conventions. UPPER/lower case must match the actual filename.
Option,0,/graphic/background.jpg,,"The slash in the front tells the browser to start at the root directory. This could be several folders up from the prjHTML directory on the system. Only under special conditions do you want to start a filename path using the /""."""
Option,100,graphic/background.jpg,,Correct!
Option,0,e:/graphic/background.jpg,,This is an absolute path. It should not be used because when the file is moved out to the Web the server will not know anything about an e:  drive.
Option,0,e:/prjHTML/graphic/background.JPG,,This is an absolute path. It should not be used because when the file is moved out to the Web the server will not know anything about an e:  drive. Also the JPG does not match the actual name of the file. UPPER/lower case matter.
Option,0,None of these are correct.,,
NewQuestion,MC,,,
Title,,,,
QuestionText,Which example shows the correct slash to use when working with web-based files?,,,
Points,1,,,
Difficulty,1,,,
Option,100,"<img src=graphic/background.jpg"" alt=""background gradient"" />""",,
Option,0,"<img src=graphic\background.jpg"" alt=""background gradient"" />""",,
Option,0,"<img src=graphic|background.jpg"" alt=""background gradient"" />""",,
Option,0,It does not matter.,,
NewQuestion,MC,,,
Title,,,,
QuestionText,Here is the path: classWeb4Biz/prjHTML/people. The folder classWeb4Biz includes two folders: prjHTML and graphic. You have a web page in the people folder but need to access a file that is located in the graphic folder. Which is the correct path statement?,,,
Points,1,,,
Difficulty,1,,,
Option,100,"<img src=../graphic/anneGreen.jpg"" alt=""portrait of Anne Greene"," President of BioMetrics Plus"" />"""," Correct! Go up one level .."" to the prjHMTL and then look in the graphic sub-folder for the image."""
Option,0,"<img src=./graphic/anneGreen.jpg"" alt=""portrait of Anne Greene"," President of BioMetrics Plus"" />"""," You want the double dot .."". The single dot ""."" tells the browser to look in the current directory."""
Option,0,"c.<img src=graphic/anneGreen.jpg"" alt=""portrait of Anne Greene"," President of BioMetrics Plus"" />""", This statement tells the browser to look in the current folder (which is people) for a sub-folder named graphic. This sub-folder is up one level inside of the parent folder prjHTML. You might want to draw this folder structure out so you can visualize what is happening.
Option,0,"d.<img src=/graphic/anneGreen.jpg"" alt=""portrait of Anne Greene"," President of BioMetrics Plus"" />"""," You started the path statement with a slash /"" which tells the browser to go all the way up to the root directory. This would be at the very top of the file structure and probably doesn't contain a graphic sub-folder. Don't start your path statements with a forward slash!"""
Option,0,"e.<img src=anneGreen.jpg"" alt=""portrait of Anne Greene"," President of BioMetrics Plus"" />""", This tells the browser to look in the same folder for a file named anneGreen.jpg. You have to go up one directory to prjHTML and THEN look for the graphic sub-folder.
Option,0,"f.<img src=prjHTML/graphic/anneGreen.jpg"" alt=""portrait of Anne Greene"," President of BioMetrics Plus"" />""", This statement tells the browser to look in the current folder (which is people) for a sub-folder named prjHTML and then for a sub-sub folder called graphic. Instead you want to go up one level to prjHTML and then into the graphic sub-folder. You might want to draw this folder structure out so you can visualize what is happening.
NewQuestion,MC,,,
Title,,,,
QuestionText,A client wants to have their own website. What do they need to purchase?,,,
Points,1,,,
Difficulty,1,,,
Option,0,A dominion name,,"Are you thinking of a domain name? Yes, they need that, but not a dominion."
Option,100,A hosting service,,
Option,0,Web server software,,It is better to use a hosting service because it is complicated to support a web server properly as well as have enough band-width for a web server.
Option,0,None of these,,
NewQuestion,MC,,,
Title,,,,
QuestionText,A small business client wants to set up a web site. How much should they budget for a shared/virtual hosting service?,,,
Points,1,,,
Difficulty,1,,,
Option,0,$10 - $15/year,,This is the cost for a registered domain name each year.
Option,100,$5 - $25/month,,
Option,0,$100-$200/month,,This is a bit expensive for shared hosting.
Option,0,"$500-$1,000/month",,This is what you would pay for dedicated hosting.
Option,0,It is really hard to tell.,,
NewQuestion,MC,,,
Title,,,,
QuestionText,The FTP server is very similar to a web server. One of the key differences is ______________.,,,
Points,1,,,
Difficulty,1,,,
Option,0,"A browser can access information about files that FTP cannot, for example being able to change file names or file permissions.",,It is the other way around. FTP can change filenames and file permissions.
Option,0,FTP stores files in a different area then web servers.,,FTP and the web server share the same file space: public_html.
Option,100,"FTP requires a user ID and password, web servers do not.",,
Option,0,"FTP must have matching folders and file names on both the client and the server, the web server doesn't require this.",,"This is considered a best practice. However, you can take a file from anywhere on your computer or a flash drive and FTP it up to the server. However it sure makes a mess of things if you do this a lot."
NewQuestion,MC,,,
Title,,,,
QuestionText,"The URL is: http://webExplorations.com/graphic/background/navBlueGradient.png. The http://"" part of the URL is the ________________.""",,,
Points,1,,,
Difficulty,1,,,
Option,100,protocol,,The protocol tells the server how this particular request is to be deciphered. Other options include https:// (secure web page request) file:// (file on the local system) and ftp:// (file transfer protocol).
Option,0,domain name,,The domain is the specific name of the server where the file being requested should be found. This translates into an IP address (The IP for Google.com was: 216.239.51.99). Each server on the Internet has its own unique domain name/IP address.
Option,0,path of folders and sub-folders on the server,,"When a file is located inside a series of subfolders that is called the path. This is the path"" that the server must follow to locate the specific file on the server."""
Option,0,path of folders and sub-folders on the client machine,,"If a request is sent to http:// or https:// then the series of folders is on the server. If the request is sent to file:// then this path would be on the client machine, the local hard drive."
Option,0,the file name,,The filename is the name of the specific file that is being requested. If there is no filename then the server will display the index.html file. If an index.html file is not available then a list of files and folders at that location is shown in the browser.
Option,0,None of these.,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The URL is: http://southCentral.edu/course/graphic/background/navBlueGradient.png. The course/graphic/background/"" part of the URL is the ________________.""",,,
Points,1,,,
Difficulty,1,,,
Option,0,protocol,,The protocol tells the server how this particular request is to be deciphered. Other options include https:// (secure web page request) file:// (file on the local system) and ftp:// (file transfer protocol).
Option,0,domain name,,The domain is the specific name of the server where the file being requested should be found. This translates into an IP address (The IP for Google.com was: 216.239.51.99). Each server on the Internet has its own unique domain name/IP address.
Option,100,path of folders and sub-folders on the server,,"When a file is located inside a series of subfolders that is called the path. This is the path"" that the server must follow to locate the specific file on the server."""
Option,0,path of folders and sub-folders on the client machine,,"If a request is sent to http:// or https:// then the series of folders is on the server. If the request is sent to file:// then this path would be on the client machine, the local hard drive."
Option,0,the file name,,The filename is the name of the specific file that is being requested. If there is no filename then the server will display the index.html file. If an index.html file is not available then a list of files and folders at that location is shown in the browser.
Option,0,None of these.,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The URL is: http://ibm.com/course/graphic/background/navBlueGradient.png. The ibm.com"" part of the URL is the ________________.""",,,
Points,1,,,
Difficulty,1,,,
Option,0,protocol,,The protocol tells the server how this particular request is to be deciphered. Other options include https:// (secure web page request) file:// (file on the local system) and ftp:// (file transfer protocol).
Option,100,domain name,,The domain is the specific name of the server where the file being requested should be found. This translates into an IP address (The IP for Google.com was: 216.239.51.99). Each server on the Internet has its own unique domain name/IP address.
Option,0,path of folders and sub-folders on the server,,"When a file is located inside a series of subfolders that is called the path. This is the path"" that the server must follow to locate the specific file on the server."""
Option,0,path of folders and sub-folders on the client machine,,"If a request is sent to http:// or https:// then the series of folders is on the server. If the request is sent to file:// then this path would be on the client machine, the local hard drive."
Option,0,the file name,,The filename is the name of the specific file that is being requested. If there is no filename then the server will display the index.html file. If an index.html file is not available then a list of files and folders at that location is shown in the browser.
Option,0,None of these.,,
NewQuestion,MC,,,
Title,,,,
QuestionText,"The URL is: http://southCentral.edu/course/graphic/background/navBlueGradient.png. The navBlueGradient.png"" part of the URL is the ________________.""",,,
Points,1,,,
Difficulty,1,,,
Option,0,protocol,,The protocol tells the server how this particular request is to be deciphered. Other options include https:// (secure web page request) file:// (file on the local system) and ftp:// (file transfer protocol).
Option,0,domain name,,The domain is the specific name of the server where the file being requested should be found. This translates into an IP address (The IP for Google.com was: 216.239.51.99). Each server on the Internet has its own unique domain name/IP address.
Option,0,path of folders and sub-folders on the server,,"When a file is located inside a series of subfolders that is called the path. This is the path"" that the server must follow to locate the specific file on the server."""
Option,0,path of folders and sub-folders on the client machine,,"If a request is sent to http:// or https:// then the series of folders is on the server. If the request is sent to file:// then this path would be on the client machine, the local hard drive."
Option,100,the file name,,The filename is the name of the specific file that is being requested. If there is no filename then the server will display the index.html file. If an index.html file is not available then a list of files and folders at that location is shown in the browser.
Option,0,None of these.,,
NewQuestion,MC,,,
Title,,,,
QuestionText,You have a file named GMLogo.PNG located in the graphic subfolder on the server. If a web page in the main folder (the parent folder of the graphic subfolder) of the site  needs to display that file what is the correct code?,,,
Points,1,,,
Difficulty,1,,,
Option,0,"<img src=/graphic/GMLogo.PNG"" alt=""General Motors Logo"" />""",,"The / at the front of the path will tell the server to start looking in the top root directory of the server. You want to stay in the current folder so get rid of the starting slash /"""""
Option,0,"<img src=graphic/gmLogo.png"" alt=""General Motors Logo"" />""",,"Although this code is correct, it doesn't match the actual file name. UPPER/lowercase matters. This code follows the correct naming conventions. The actual filename does not. In this case change the actual file name."
Option,0,"<img src=graphic/GMLogo.png"" alt=""General Motors Logo"" />""",,"Although this code is correct, it doesn't match the actual file name. UPPER/lowercase matters. This code follows the correct naming conventions (if you decide to make all acronyms all caps). The actual filename does not. In this case change the extension on the actual file name so it follows the naming conventions of extensions always being lower case."
Option,0,"<img src=graphic/GM Logo.PNG"" alt=""General Motors Logo"" />""",,"This code has spaces. The Web hates spaces. And, what is written in this code does not match the actual filename of the file. Use the naming conventions and change both your code and the filename so they match AND following the naming conventions rules."
Option,100,"<img src=graphic/GMLogo.PNG"" alt=""General Motors Logo"" />""",,Very good! Correct. The naming conventions were followed so you know that both the name in the code and the actual filename match. The logo shows up perfectly on the web page.
